Hit the Spot,7.42
Family: The Unbreakable Bond,7.438
"Fanletter, Please",7.399
Phantom School,5.646
Peng,7.141
First Love,7.495
First Lady,6.178
Perfume,7.497
Pumpkin Time,6.551
Persona,7.098
Face Me,7.472
Page Turner,7.46
Happy Ending Romance,7.361
The Penthouse,7.495
Backstreet Rookie,7.495
Forest,7.498
The Tyrant,7.476
"Bon Appetit, Your Majesty",7.495
When Life Gives You Tangerines,7.499
Splash Splash Love,7.484
The Legend of the Blue Sea,7.499
Full House,7.499
Woman of Dignity,7.424
Roommates of Poongduck 304,7.476
Heard It Through the Grapevine,7.123
Bubblegum,7.468
Fragile,7.468
Producer,7.485
Priest,7.488
Secret Playlist,6.921
The Player,7.496
The Player 2: Master of Swindlers,7.46
The Tasty Florida,7.456
Defendant,7.487
Pinocchio,7.497
Pyramid Game,7.489
My Military Valentine,7.296
Finland Papa,6.649
My Only One,7.48
The Smile Has Left Your Eyes,6.844
Bride of the Water God 2017,7.493
Oh! Boarding House,7.441
How Are You Bread,7.476
Hide,7.464
"Hyde, Jekyll, Me",7.481
Hierarchy,7.493
"Hi Bye, Mama!",7.489
High School – Love On,7.374
Hyena,7.478
High Cookie,7.371
High Class,7.334
Hyper Knife,7.334
Love With Flaws,7.462
Heart Stain,7.304
Heart to Heart,7.051
School 2017,7.051
School 2021,7.443
Once Again,7.49
The One and Only,7.498
Han River Police,7.395
Dare to Love Me,7.317
Uncontrollably Fond,7.494
The Moon That Embraces the Sun,7.29
Haechi,7.423
Happiness,7.498
Happy Merry Ending,7.415
Handmade Love,7.344
Battle for Happiness,7.279
Hush,7.371
Heo’s Diner,7.277
One More Time,7.277
It’s Beautiful Now,7.256
The Art of Negotiation,5.7
Shadow Detective,7.447
Shadow Detective 2,7.447
Fool’s Love,7.411
Hotel Del Luna,7.498
The Matchmakers,7.464
Drinking Solo,7.39
Hometown,7.499
Lovers of the Red Sky,6.89
Hwarang: The Beginning,7.496
Our Golden Days,5.637
When My Love Blooms,7.457
A Korean Odyssey,7.496
Red Swan,7.496
Love Song for Illusion,7.447
Alchemy of Souls,7.447
Alchemy of Souls 2: Light and Shadow,7.447
My Golden Life,7.476
Hwang Jin Yi,7.394
The Last Empress,7.465
The Best Moment To Quit Your Job,6.551
Gray Shelter,7.391
Live Your Own Life,7.189
Who Are You,7.189
School 2015: Who Are You?,7.189
Handsome Guy and Jung Eum,6.551
Heart Surgeons,7.243
Black Knight,7.243
The Atypical Family,7.493
Healer,7.498
Strong Woman Do Bong Soon,7.499
Strong Girl Nam-soon,7.491
Behind Your Touch,7.492
Hip Hop King – Nassna Street,5.486
